from,to,distance,cost,from_datetime,hour,day_of_week,distance_rolling_avg,cost_rolling_avg
315860,316429,1.599,,1970-01-04 15:44:20,15,6,1.599,
313956,312689,0.756,,1970-01-04 15:12:36,15,6,1.3180000000000003,
315879,312689,0.756,,1970-01-04 15:44:39,15,6,1.0370000000000001,
312098,314371,6.036,,1970-01-04 14:41:38,14,6,2.516,
316364,314371,6.036,,1970-01-04 15:52:44,15,6,4.276,
312103,312010,2.757,,1970-01-04 14:41:43,14,6,4.943,
314968,316073,2.986,,1970-01-04 15:29:28,15,6,3.9263333333333335,
314968,316074,2.986,,1970-01-04 15:29:28,15,6,2.909666666666667,
316073,314955,1.218,,1970-01-04 15:47:53,15,6,2.396666666666667,
316074,314955,1.218,,1970-01-04 15:47:54,15,6,1.8073333333333335,
318484,318680,4.066,,1970-01-04 16:28:04,16,6,2.167333333333333,
318451,312139,4.676,,1970-01-04 16:27:31,16,6,3.32,
312010,313772,4.274,,1970-01-04 14:40:10,14,6,4.338666666666666,
312648,312651,0.182,,1970-01-04 14:50:48,14,6,3.044,
312648,315842,0.182,,1970-01-04 14:50:48,14,6,1.5459999999999996,
315841,312651,0.182,,1970-01-04 15:44:01,15,6,0.182,
315841,315842,0.182,,1970-01-04 15:44:01,15,6,0.182,
312651,312233,1.44,,1970-01-04 14:50:51,14,6,0.601333333333333,
312651,315836,1.44,,1970-01-04 14:50:51,14,6,1.0206666666666664,
315842,312233,1.44,,1970-01-04 15:44:02,15,6,1.44,
315842,315836,1.44,,1970-01-04 15:44:02,15,6,1.44,
314617,314681,1.185,,1970-01-04 15:23:37,15,6,1.3549999999999998,
314617,315835,1.185,,1970-01-04 15:23:37,15,6,1.2699999999999998,
315837,314681,1.185,,1970-01-04 15:43:57,15,6,1.185,
315837,315835,1.185,,1970-01-04 15:43:57,15,6,1.185,
312233,312382,0.628,,1970-01-04 14:43:53,14,6,0.9993333333333331,
312233,315838,0.628,,1970-01-04 14:43:53,14,6,0.8136666666666664,
315836,312382,0.628,,1970-01-04 15:43:56,15,6,0.628,
315836,315838,0.628,,1970-01-04 15:43:56,15,6,0.628,
314501,314617,0.714,,1970-01-04 15:21:41,15,6,0.6566666666666664,
314501,315837,0.714,,1970-01-04 15:21:41,15,6,0.685333333333333,
315839,314617,0.714,,1970-01-04 15:43:59,15,6,0.714,
315839,315837,0.714,,1970-01-04 15:43:59,15,6,0.714,
312382,312386,0.549,,1970-01-04 14:46:22,14,6,0.6589999999999998,
312382,315822,0.549,,1970-01-04 14:46:22,14,6,0.6039999999999998,
315838,312386,0.549,,1970-01-04 15:43:58,15,6,0.549,
315838,315822,0.549,,1970-01-04 15:43:58,15,6,0.549,
317902,314501,1.278,,1970-01-04 16:18:22,16,6,0.7919999999999998,
317902,315839,1.278,,1970-01-04 16:18:22,16,6,1.035,
317903,314501,1.278,,1970-01-04 16:18:23,16,6,1.278,
317903,315839,1.278,,1970-01-04 16:18:23,16,6,1.278,
312386,312388,0.651,,1970-01-04 14:46:26,14,6,1.0689999999999997,
312386,315843,0.651,,1970-01-04 14:46:26,14,6,0.8599999999999998,
315822,312388,0.651,,1970-01-04 15:43:42,15,6,0.651,
315822,315843,0.651,,1970-01-04 15:43:42,15,6,0.651,
312388,317909,0.445,,1970-01-04 14:46:28,14,6,0.5823333333333331,
312388,317910,0.445,,1970-01-04 14:46:28,14,6,0.5136666666666665,
315843,317909,0.445,,1970-01-04 15:44:03,15,6,0.445,
315843,317910,0.445,,1970-01-04 15:44:03,15,6,0.445,
312420,317902,0.448,,1970-01-04 14:47:00,14,6,0.4459999999999998,
312420,317903,0.448,,1970-01-04 14:47:00,14,6,0.4469999999999998,
315846,317902,0.448,,1970-01-04 15:44:06,15,6,0.448,
315846,317903,0.448,,1970-01-04 15:44:06,15,6,0.448,
317909,312421,0.589,,1970-01-04 16:18:29,16,6,0.49499999999999983,
317909,315847,0.589,,1970-01-04 16:18:29,16,6,0.5419999999999998,
317910,312421,0.589,,1970-01-04 16:18:30,16,6,0.589,
317910,315847,0.589,,1970-01-04 16:18:30,16,6,0.589,
317974,312420,0.588,,1970-01-04 16:19:34,16,6,0.5886666666666664,
317974,315846,0.588,,1970-01-04 16:19:34,16,6,0.588333333333333,
317998,312420,0.588,,1970-01-04 16:19:58,16,6,0.588,
317998,315846,0.588,,1970-01-04 16:19:58,16,6,0.588,
312421,312422,0.888,,1970-01-04 14:47:01,14,6,0.6879999999999997,
312421,315849,0.888,,1970-01-04 14:47:01,14,6,0.7879999999999998,
315847,312422,0.888,,1970-01-04 15:44:07,15,6,0.888,
315847,315849,0.888,,1970-01-04 15:44:07,15,6,0.888,
312425,312513,0.753,,1970-01-04 14:47:05,14,6,0.8429999999999999,
312425,315852,0.753,,1970-01-04 14:47:05,14,6,0.7979999999999997,
315850,312513,0.753,,1970-01-04 15:44:10,15,6,0.753,
315850,315852,0.753,,1970-01-04 15:44:10,15,6,0.753,
312422,312425,0.379,,1970-01-04 14:47:02,14,6,0.6283333333333331,
312422,315850,0.379,,1970-01-04 14:47:02,14,6,0.5036666666666664,
315849,312425,0.379,,1970-01-04 15:44:09,15,6,0.379,
315849,315850,0.379,,1970-01-04 15:44:09,15,6,0.379,
318028,317974,2.099,,1970-01-04 16:20:28,16,6,0.9523333333333331,
318028,317998,2.099,,1970-01-04 16:20:28,16,6,1.5256666666666667,
318029,317974,2.099,,1970-01-04 16:20:29,16,6,2.099,
318029,317998,2.099,,1970-01-04 16:20:29,16,6,2.099,
312513,312514,0.895,,1970-01-04 14:48:33,14,6,1.6976666666666667,
312513,315853,0.895,,1970-01-04 14:48:33,14,6,1.2963333333333331,
315852,312514,0.895,,1970-01-04 15:44:12,15,6,0.895,
315852,315853,0.895,,1970-01-04 15:44:12,15,6,0.895,
312514,312520,0.319,,1970-01-04 14:48:34,14,6,0.7029999999999997,
312514,315873,0.319,,1970-01-04 14:48:34,14,6,0.5109999999999997,
315853,312520,0.319,,1970-01-04 15:44:13,15,6,0.319,
315853,315873,0.319,,1970-01-04 15:44:13,15,6,0.319,
312517,318028,0.96,,1970-01-04 14:48:37,14,6,0.5326666666666663,
312517,318029,0.96,,1970-01-04 14:48:37,14,6,0.746333333333333,
315824,318028,0.96,,1970-01-04 15:43:44,15,6,0.96,
315824,318029,0.96,,1970-01-04 15:43:44,15,6,0.96,
312520,312523,0.813,,1970-01-04 14:48:40,14,6,0.9109999999999997,
312520,315854,0.813,,1970-01-04 14:48:40,14,6,0.8619999999999997,
315873,312523,0.813,,1970-01-04 15:44:33,15,6,0.813,
315873,315854,0.813,,1970-01-04 15:44:33,15,6,0.813,
318035,312517,1.13,,1970-01-04 16:20:35,16,6,0.9186666666666663,
318035,315824,1.13,,1970-01-04 16:20:35,16,6,1.0243333333333329,
318036,312517,1.13,,1970-01-04 16:20:36,16,6,1.13,
318036,315824,1.13,,1970-01-04 16:20:36,16,6,1.13,
312523,312525,0.587,,1970-01-04 14:48:43,14,6,0.9489999999999995,
312523,315855,0.587,,1970-01-04 14:48:43,14,6,0.7679999999999997,
315854,312525,0.587,,1970-01-04 15:44:14,15,6,0.587,
315854,315855,0.587,,1970-01-04 15:44:14,15,6,0.587,
312525,312527,0.346,,1970-01-04 14:48:45,14,6,0.5066666666666664,
312525,315856,0.346,,1970-01-04 14:48:45,14,6,0.426333333333333,
315855,312527,0.346,,1970-01-04 15:44:15,15,6,0.346,
315855,315856,0.346,,1970-01-04 15:44:15,15,6,0.346,
313144,318035,0.45,,1970-01-04 14:59:04,14,6,0.3806666666666663,
313144,318036,0.45,,1970-01-04 14:59:04,14,6,0.41533333333333305,
315858,318035,0.45,,1970-01-04 15:44:18,15,6,0.45,
315858,318036,0.45,,1970-01-04 15:44:18,15,6,0.45,
312530,313144,1.233,,1970-01-04 14:48:50,14,6,0.7109999999999997,
312530,315858,1.233,,1970-01-04 14:48:50,14,6,0.9719999999999999,
315857,313144,1.233,,1970-01-04 15:44:17,15,6,1.233,
315857,315858,1.233,,1970-01-04 15:44:17,15,6,1.233,
317895,313144,1.233,,1970-01-04 16:18:15,16,6,1.233,
317895,315858,1.233,,1970-01-04 16:18:15,16,6,1.233,
317896,313144,1.233,,1970-01-04 16:18:16,16,6,1.233,
317896,315858,1.233,,1970-01-04 16:18:16,16,6,1.233,
312527,312562,1.873,,1970-01-04 14:48:47,14,6,1.4463333333333328,
312527,315825,1.873,,1970-01-04 14:48:47,14,6,1.6596666666666664,
315856,312562,1.873,,1970-01-04 15:44:16,15,6,1.873,
315856,315825,1.873,,1970-01-04 15:44:16,15,6,1.873,
312562,318565,0.348,,1970-01-04 14:49:22,14,6,1.3646666666666663,
312562,318566,0.348,,1970-01-04 14:49:22,14,6,0.8563333333333328,
315825,318565,0.348,,1970-01-04 15:43:45,15,6,0.348,
315825,318566,0.348,,1970-01-04 15:43:45,15,6,0.348,
312564,312530,1.343,,1970-01-04 14:49:24,14,6,0.6796666666666663,
312564,315857,1.343,,1970-01-04 14:49:24,14,6,1.011333333333333,
312564,317895,1.343,,1970-01-04 14:49:24,14,6,1.343,
312564,317896,1.343,,1970-01-04 14:49:24,14,6,1.343,
315874,312530,1.343,,1970-01-04 15:44:34,15,6,1.343,
315874,315857,1.343,,1970-01-04 15:44:34,15,6,1.343,
315874,317895,1.343,,1970-01-04 15:44:34,15,6,1.343,
315874,317896,1.343,,1970-01-04 15:44:34,15,6,1.343,
312566,312564,0.941,,1970-01-04 14:49:26,14,6,1.2089999999999996,
312566,315874,0.941,,1970-01-04 14:49:26,14,6,1.0749999999999995,
315875,312564,0.941,,1970-01-04 15:44:35,15,6,0.941,
315875,315874,0.941,,1970-01-04 15:44:35,15,6,0.941,
318565,318575,0.942,,1970-01-04 16:29:25,16,6,0.941333333333333,
318565,318576,0.942,,1970-01-04 16:29:25,16,6,0.9416666666666663,
318566,318575,0.942,,1970-01-04 16:29:26,16,6,0.942,
318566,318576,0.942,,1970-01-04 16:29:26,16,6,0.942,
318575,313956,0.847,,1970-01-04 16:29:35,16,6,0.910333333333333,
318575,315879,0.847,,1970-01-04 16:29:35,16,6,0.8786666666666663,
318576,313956,0.847,,1970-01-04 16:29:36,16,6,0.847,
318576,315879,0.847,,1970-01-04 16:29:36,16,6,0.847,
312852,312566,0.73,,1970-01-04 14:54:12,14,6,0.8079999999999995,
312852,315875,0.73,,1970-01-04 14:54:12,14,6,0.7689999999999996,
315861,312566,0.73,,1970-01-04 15:44:21,15,6,0.73,
315861,315875,0.73,,1970-01-04 15:44:21,15,6,0.73,
316429,312566,0.73,,1970-01-04 15:53:49,15,6,0.73,
316429,315875,0.73,,1970-01-04 15:53:49,15,6,0.73,
314013,314025,0.252,,1970-01-04 15:13:33,15,6,0.5706666666666663,
314025,318076,1.965,,1970-01-04 15:13:45,15,6,0.9823333333333331,
318077,313979,2.371,,1970-01-04 16:21:17,16,6,1.529333333333333,
318076,318053,2.881,,1970-01-04 16:21:16,16,6,2.4056666666666664,
318052,318077,2.875,,1970-01-04 16:20:52,16,6,2.7089999999999996,
318053,314548,5.355,,1970-01-04 16:20:53,16,6,3.7036666666666664,
314548,318135,0.586,,1970-01-04 15:22:28,15,6,2.9386666666666663,
314548,318736,0.586,,1970-01-04 15:22:28,15,6,2.175666666666666,
318126,318052,5.382,,1970-01-04 16:22:06,16,6,2.184666666666666,
318135,318383,2.183,,1970-01-04 16:22:15,16,6,2.7169999999999987,
318736,318383,2.183,,1970-01-04 16:32:16,16,6,3.2493333333333325,
73,5,,352.6,1970-01-01 00:01:13,0,3,2.183,352.6
5,154,,347.2,1970-01-01 00:00:05,0,3,2.183,349.9
154,263,,392.9,1970-01-01 00:02:34,0,3,,364.23333333333335
263,56,,440.8,1970-01-01 00:04:23,0,3,,393.6333333333334
56,96,,374.6,1970-01-01 00:00:56,0,3,,402.76666666666665
96,42,,378.1,1970-01-01 00:01:36,0,3,,397.8333333333333
42,58,,364.6,1970-01-01 00:00:42,0,3,,372.4333333333334
58,95,,476.8,1970-01-01 00:00:58,0,3,,406.5
95,72,,480.1,1970-01-01 00:01:35,0,3,,440.5
72,271,,419.5,1970-01-01 00:01:12,0,3,,458.8
271,68,,251.1,1970-01-01 00:04:31,0,3,,383.56666666666666
134,107,,344.0,1970-01-01 00:02:14,0,3,,338.2
107,130,,862.1,1970-01-01 00:01:47,0,3,,485.7333333333333
130,129,,482.5,1970-01-01 00:02:10,0,3,,562.8666666666667
227,167,,1425.7,1970-01-01 00:03:47,0,3,,923.4333333333334
167,298,,415.7,1970-01-01 00:02:47,0,3,,774.6333333333333
298,209,,425.5,1970-01-01 00:04:58,0,3,,755.6333333333333
209,146,,519.6,1970-01-01 00:03:29,0,3,,453.59999999999997
146,170,,494.7,1970-01-01 00:02:26,0,3,,479.93333333333334
170,173,,400.7,1970-01-01 00:02:50,0,3,,471.6666666666667
173,117,,372.4,1970-01-01 00:02:53,0,3,,422.59999999999997
117,0,,573.5,1970-01-01 00:01:57,0,3,,448.8666666666666
0,92,,398.0,1970-01-01 00:00:00,0,3,,447.9666666666667
92,243,,667.3,1970-01-01 00:01:32,0,3,,546.2666666666667
243,62,,357.3,1970-01-01 00:04:03,0,3,,474.2
203,80,,1071.1,1970-01-01 00:03:23,0,3,,698.5666666666666
80,97,,834.1,1970-01-01 00:01:20,0,3,,754.1666666666666
97,28,,531.4,1970-01-01 00:01:37,0,3,,812.1999999999999
28,57,,327.7,1970-01-01 00:00:28,0,3,,564.4
57,55,,925.2,1970-01-01 00:00:57,0,3,,594.7666666666668
55,223,,382.7,1970-01-01 00:00:55,0,3,,545.1999999999999
223,143,,309.5,1970-01-01 00:03:43,0,3,,539.1333333333333
143,269,,329.1,1970-01-01 00:02:23,0,3,,340.4333333333334
269,290,,362.0,1970-01-01 00:04:29,0,3,,333.53333333333336
290,110,,425.6,1970-01-01 00:04:50,0,3,,372.23333333333335
110,121,,388.4,1970-01-01 00:01:50,0,3,,392.00000000000006
121,299,,327.1,1970-01-01 00:02:01,0,3,,380.36666666666673
299,293,,326.1,1970-01-01 00:04:59,0,3,,347.20000000000005
293,148,,534.9,1970-01-01 00:04:53,0,3,,396.03333333333336
148,150,,341.1,1970-01-01 00:02:28,0,3,,400.7
150,152,,354.5,1970-01-01 00:02:30,0,3,,410.1666666666667
98,70,,315.1,1970-01-01 00:01:38,0,3,,336.90000000000003
70,255,,1308.8,1970-01-01 00:01:10,0,3,,659.4666666666667
128,131,,672.4,1970-01-01 00:02:08,0,3,,765.4333333333333
131,132,,803.8,1970-01-01 00:02:11,0,3,,928.3333333333334
132,133,,363.2,1970-01-01 00:02:12,0,3,,613.1333333333332
242,18,,789.9,1970-01-01 00:04:02,0,3,,652.2999999999998
18,43,,422.6,1970-01-01 00:00:18,0,3,,525.2333333333332
43,118,,449.7,1970-01-01 00:00:43,0,3,,554.0666666666666
118,207,,448.7,1970-01-01 00:01:58,0,3,,440.33333333333326
207,169,,459.6,1970-01-01 00:03:27,0,3,,452.6666666666666
169,127,,422.2,1970-01-01 00:02:49,0,3,,443.49999999999994
127,208,,450.6,1970-01-01 00:02:07,0,3,,444.13333333333327
208,297,,426.0,1970-01-01 00:03:28,0,3,,432.9333333333332
297,168,,430.0,1970-01-01 00:04:57,0,3,,435.53333333333325
168,166,,395.1,1970-01-01 00:02:48,0,3,,417.0333333333333
166,226,,1027.2,1970-01-01 00:02:46,0,3,,617.4333333333333
13,26,,341.5,1970-01-01 00:00:13,0,3,,587.9333333333333
26,94,,408.2,1970-01-01 00:00:26,0,3,,592.3
94,219,,612.7,1970-01-01 00:01:34,0,3,,454.13333333333327
219,217,,359.6,1970-01-01 00:03:39,0,3,,460.1666666666667
217,31,,411.9,1970-01-01 00:03:37,0,3,,461.3999999999999
31,215,,478.7,1970-01-01 00:00:31,0,3,,416.7333333333333
215,111,,2685.8,1970-01-01 00:03:35,0,3,,1192.1333333333334
111,116,,1194.2,1970-01-01 00:01:51,0,3,,1452.8999999999999
116,36,,409.1,1970-01-01 00:01:56,0,3,,1429.7
36,78,,414.7,1970-01-01 00:00:36,0,3,,672.6666666666666
301,20,,446.0,1970-01-01 00:05:01,0,3,,423.26666666666665
273,138,,326.7,1970-01-01 00:04:33,0,3,,395.8
138,284,,489.7,1970-01-01 00:02:18,0,3,,420.79999999999995
284,114,,464.9,1970-01-01 00:04:44,0,3,,427.09999999999997
114,245,,397.5,1970-01-01 00:01:54,0,3,,450.7
245,48,,376.8,1970-01-01 00:04:05,0,3,,413.0666666666666
48,206,,402.5,1970-01-01 00:00:48,0,3,,392.2666666666667
206,144,,356.9,1970-01-01 00:03:26,0,3,,378.73333333333335
144,172,,358.4,1970-01-01 00:02:24,0,3,,372.59999999999997
237,24,,452.4,1970-01-01 00:03:57,0,3,,389.2333333333333
304,35,,378.0,1970-01-01 00:05:04,0,3,,396.26666666666665
35,115,,503.6,1970-01-01 00:00:35,0,3,,444.6666666666667
115,86,,1228.5,1970-01-01 00:01:55,0,3,,703.3666666666667
86,214,,2712.1,1970-01-01 00:01:26,0,3,,1481.3999999999999
214,27,,471.1,1970-01-01 00:03:34,0,3,,1470.5666666666666
27,216,,419.6,1970-01-01 00:00:27,0,3,,1200.9333333333334
216,218,,359.8,1970-01-01 00:03:36,0,3,,416.8333333333333
218,76,,356.6,1970-01-01 00:03:38,0,3,,378.6666666666667
76,238,,424.6,1970-01-01 00:01:16,0,3,,380.3333333333333
238,50,,527.9,1970-01-01 00:03:58,0,3,,436.36666666666673
91,52,,424.1,1970-01-01 00:01:31,0,3,,458.8666666666666
52,75,,350.2,1970-01-01 00:00:52,0,3,,434.06666666666666
75,171,,397.2,1970-01-01 00:01:15,0,3,,390.5
44,7,,380.6,1970-01-01 00:00:44,0,3,,376.0
256,1,,1149.5,1970-01-01 00:04:16,0,3,,642.4333333333333
1,46,,448.5,1970-01-01 00:00:01,0,3,,659.5333333333333
212,270,,328.7,1970-01-01 00:03:32,0,3,,642.2333333333333
270,32,,352.3,1970-01-01 00:04:30,0,3,,376.5
32,10,,406.7,1970-01-01 00:00:32,0,3,,362.56666666666666
3,247,,424.5,1970-01-01 00:00:03,0,3,,394.5
247,249,,609.8,1970-01-01 00:04:07,0,3,,480.3333333333333
249,225,,515.0,1970-01-01 00:04:09,0,3,,516.4333333333333
261,260,,294.1,1970-01-01 00:04:21,0,3,,472.9666666666667
260,259,,340.6,1970-01-01 00:04:20,0,3,,383.23333333333335
259,103,,360.7,1970-01-01 00:04:19,0,3,,331.8
103,302,,346.7,1970-01-01 00:01:43,0,3,,349.3333333333333
302,104,,1093.8,1970-01-01 00:05:02,0,3,,600.4
104,71,,363.7,1970-01-01 00:01:44,0,3,,601.4
71,88,,360.2,1970-01-01 00:01:11,0,3,,605.9
88,268,,372.8,1970-01-01 00:01:28,0,3,,365.5666666666668
268,240,,420.3,1970-01-01 00:04:28,0,3,,384.4333333333334
240,9,,451.3,1970-01-01 00:04:00,0,3,,414.8000000000001
9,239,,358.1,1970-01-01 00:00:09,0,3,,409.9000000000001
239,23,,441.0,1970-01-01 00:03:59,0,3,,416.8000000000001
23,22,,319.8,1970-01-01 00:00:23,0,3,,372.96666666666675
22,49,,447.5,1970-01-01 00:00:22,0,3,,402.7666666666667
276,258,,427.0,1970-01-01 00:04:36,0,3,,398.1000000000001
155,157,,353.4,1970-01-01 00:02:35,0,3,,409.3
157,158,,331.7,1970-01-01 00:02:37,0,3,,370.70000000000005
158,286,,383.8,1970-01-01 00:02:38,0,3,,356.3
286,102,,330.1,1970-01-01 00:04:46,0,3,,348.5333333333335
102,285,,367.8,1970-01-01 00:01:42,0,3,,360.5666666666668
285,15,,348.8,1970-01-01 00:04:45,0,3,,348.9000000000001
15,8,,352.1,1970-01-01 00:00:15,0,3,,356.2333333333334
8,300,,397.9,1970-01-01 00:00:08,0,3,,366.2666666666667
300,34,,394.2,1970-01-01 00:05:00,0,3,,381.4000000000001
34,161,,359.8,1970-01-01 00:00:34,0,3,,383.9666666666667
161,125,,426.1,1970-01-01 00:02:41,0,3,,393.3666666666668
125,235,,413.7,1970-01-01 00:02:05,0,3,,399.86666666666673
235,163,,409.7,1970-01-01 00:03:55,0,3,,416.50000000000006
163,236,,368.2,1970-01-01 00:02:43,0,3,,397.20000000000005
236,250,,460.1,1970-01-01 00:03:56,0,3,,412.66666666666674
250,122,,391.6,1970-01-01 00:04:10,0,3,,406.63333333333344
122,252,,393.6,1970-01-01 00:02:02,0,3,,415.1000000000001
252,69,,380.0,1970-01-01 00:04:12,0,3,,388.4000000000001
69,39,,338.1,1970-01-01 00:01:09,0,3,,370.5666666666668
39,234,,361.3,1970-01-01 00:00:39,0,3,,359.8000000000001
234,82,,356.8,1970-01-01 00:03:54,0,3,,352.0666666666668
82,274,,748.3,1970-01-01 00:01:22,0,3,,488.8
274,175,,357.0,1970-01-01 00:04:34,0,3,,487.36666666666673
175,177,,360.6,1970-01-01 00:02:55,0,3,,488.6333333333334
177,213,,316.1,1970-01-01 00:02:57,0,3,,344.5666666666668
213,179,,310.7,1970-01-01 00:03:33,0,3,,329.13333333333344
179,33,,328.3,1970-01-01 00:02:59,0,3,,318.36666666666673
33,181,,333.0,1970-01-01 00:00:33,0,3,,324.00000000000006
181,183,,563.8,1970-01-01 00:03:01,0,3,,408.36666666666673
183,184,,331.4,1970-01-01 00:03:03,0,3,,409.4000000000001
184,185,,375.4,1970-01-01 00:03:04,0,3,,423.53333333333336
185,254,,332.5,1970-01-01 00:03:05,0,3,,346.4333333333334
254,188,,333.5,1970-01-01 00:04:14,0,3,,347.1333333333334
188,141,,381.6,1970-01-01 00:03:08,0,3,,349.2000000000001
141,278,,302.4,1970-01-01 00:02:21,0,3,,339.16666666666674
278,289,,393.7,1970-01-01 00:04:38,0,3,,359.2333333333334
289,190,,329.5,1970-01-01 00:04:49,0,3,,341.86666666666673
190,192,,320.7,1970-01-01 00:03:10,0,3,,347.9666666666667
192,194,,358.9,1970-01-01 00:03:12,0,3,,336.36666666666673
194,196,,300.5,1970-01-01 00:03:14,0,3,,326.70000000000005
196,198,,264.8,1970-01-01 00:03:16,0,3,,308.0666666666668
198,180,,293.3,1970-01-01 00:03:18,0,3,,286.2000000000001
266,135,,325.4,1970-01-01 00:04:26,0,3,,294.50000000000006
135,54,,379.8,1970-01-01 00:02:15,0,3,,332.8333333333334
54,231,,392.3,1970-01-01 00:00:54,0,3,,365.8333333333334
231,66,,828.6,1970-01-01 00:03:51,0,3,,533.5666666666667
66,59,,423.2,1970-01-01 00:01:06,0,3,,548.0333333333334
59,232,,802.7,1970-01-01 00:00:59,0,3,,684.8333333333334
112,14,,357.6,1970-01-01 00:01:52,0,3,,527.8333333333335
14,89,,334.2,1970-01-01 00:00:14,0,3,,498.16666666666674
145,228,,454.6,1970-01-01 00:02:25,0,3,,382.13333333333344
228,205,,354.0,1970-01-01 00:03:48,0,3,,380.9333333333334
205,244,,386.4,1970-01-01 00:03:25,0,3,,398.3333333333334
244,100,,437.8,1970-01-01 00:04:04,0,3,,392.7333333333334
100,303,,449.2,1970-01-01 00:01:40,0,3,,424.46666666666675
303,136,,431.2,1970-01-01 00:05:03,0,3,,439.4000000000001
136,305,,413.2,1970-01-01 00:02:16,0,3,,431.20000000000005
305,139,,355.4,1970-01-01 00:05:05,0,3,,399.9333333333334
153,151,,330.7,1970-01-01 00:02:33,0,3,,366.4333333333334
151,149,,377.7,1970-01-01 00:02:31,0,3,,354.6000000000001
149,295,,408.2,1970-01-01 00:02:29,0,3,,372.2000000000001
295,291,,334.3,1970-01-01 00:04:55,0,3,,373.4000000000001
291,294,,341.2,1970-01-01 00:04:51,0,3,,361.2333333333334
294,77,,362.2,1970-01-01 00:04:54,0,3,,345.9000000000001
77,109,,383.8,1970-01-01 00:01:17,0,3,,362.4000000000001
109,292,,353.4,1970-01-01 00:01:49,0,3,,366.4666666666667
292,147,,371.0,1970-01-01 00:04:52,0,3,,369.4000000000001
147,29,,486.6,1970-01-01 00:02:27,0,3,,403.66666666666674
29,222,,292.7,1970-01-01 00:00:29,0,3,,383.4333333333334
222,79,,1270.1,1970-01-01 00:03:42,0,3,,683.1333333333333
79,90,,981.4,1970-01-01 00:01:19,0,3,,848.0666666666667
90,2,,572.5,1970-01-01 00:01:30,0,3,,941.3333333333334
2,81,,318.6,1970-01-01 00:00:02,0,3,,624.1666666666667
81,204,,1023.1,1970-01-01 00:01:21,0,3,,638.0666666666667
224,229,,520.6,1970-01-01 00:03:44,0,3,,620.7666666666668
229,4,,315.9,1970-01-01 00:03:49,0,3,,619.8666666666668
4,246,,312.3,1970-01-01 00:00:04,0,3,,382.9333333333334
246,11,,418.5,1970-01-01 00:04:06,0,3,,348.9000000000001
93,87,,412.1,1970-01-01 00:01:33,0,3,,380.96666666666675
87,74,,361.3,1970-01-01 00:01:27,0,3,,397.3000000000001
74,165,,305.1,1970-01-01 00:01:14,0,3,,359.50000000000017
165,241,,347.4,1970-01-01 00:02:45,0,3,,337.9333333333334
241,108,,404.0,1970-01-01 00:04:01,0,3,,352.16666666666674
108,137,,345.7,1970-01-01 00:01:48,0,3,,365.70000000000005
137,123,,352.7,1970-01-01 00:02:17,0,3,,367.4666666666667
123,37,,341.4,1970-01-01 00:02:03,0,3,,346.6000000000001
37,84,,373.4,1970-01-01 00:00:37,0,3,,355.8333333333333
84,101,,345.3,1970-01-01 00:01:24,0,3,,353.36666666666673
101,221,,394.3,1970-01-01 00:01:41,0,3,,371.00000000000006
221,220,,574.3,1970-01-01 00:03:41,0,3,,437.9666666666667
220,201,,389.5,1970-01-01 00:03:40,0,3,,452.7000000000001
201,211,,274.9,1970-01-01 00:03:21,0,3,,412.9000000000001
211,210,,356.1,1970-01-01 00:03:31,0,3,,340.16666666666674
210,262,,373.4,1970-01-01 00:03:30,0,3,,334.80000000000007
262,306,,345.1,1970-01-01 00:04:22,0,3,,358.2000000000001
6,83,,483.2,1970-01-01 00:00:06,0,3,,400.5666666666668
200,199,,317.7,1970-01-01 00:03:20,0,3,,382.00000000000006
199,197,,309.3,1970-01-01 00:03:19,0,3,,370.0666666666668
197,195,,313.3,1970-01-01 00:03:17,0,3,,313.4333333333334
195,193,,271.7,1970-01-01 00:03:15,0,3,,298.1000000000001
193,191,,322.3,1970-01-01 00:03:13,0,3,,302.43333333333345
191,189,,312.4,1970-01-01 00:03:11,0,3,,302.1333333333334
189,280,,420.9,1970-01-01 00:03:09,0,3,,351.8666666666668
280,279,,384.8,1970-01-01 00:04:40,0,3,,372.70000000000005
279,140,,323.4,1970-01-01 00:04:39,0,3,,376.36666666666673
140,187,,341.2,1970-01-01 00:02:20,0,3,,349.8
187,186,,410.0,1970-01-01 00:03:07,0,3,,358.2000000000001
186,296,,354.2,1970-01-01 00:03:06,0,3,,368.4666666666667
296,126,,367.6,1970-01-01 00:04:56,0,3,,377.2666666666667
126,182,,490.7,1970-01-01 00:02:06,0,3,,404.16666666666674
182,248,,314.6,1970-01-01 00:03:02,0,3,,390.9666666666667
248,25,,352.9,1970-01-01 00:04:08,0,3,,386.0666666666668
25,178,,307.1,1970-01-01 00:00:25,0,3,,324.86666666666673
178,142,,418.2,1970-01-01 00:02:58,0,3,,359.4000000000001
142,176,,341.3,1970-01-01 00:02:22,0,3,,355.5333333333335
176,174,,344.9,1970-01-01 00:02:56,0,3,,368.1333333333334
174,113,,755.8,1970-01-01 00:02:54,0,3,,480.6666666666667
113,124,,234.9,1970-01-01 00:01:53,0,3,,445.20000000000005
124,253,,385.9,1970-01-01 00:02:04,0,3,,458.86666666666673
253,30,,310.6,1970-01-01 00:04:13,0,3,,310.46666666666675
30,67,,358.9,1970-01-01 00:00:30,0,3,,351.8
67,164,,413.3,1970-01-01 00:01:07,0,3,,360.9333333333334
164,119,,387.3,1970-01-01 00:02:44,0,3,,386.50000000000006
