datetime,from,to,distance,cost
2023-01-21 19:00:00,317895.0,315858.0,1.233,
2023-01-21 20:00:00,317896.0,313144.0,1.233,
2023-01-21 21:00:00,317896.0,315858.0,1.233,
2023-01-21 22:00:00,312527.0,312562.0,1.873,
2023-01-21 23:00:00,312527.0,315825.0,1.873,
2023-01-22 00:00:00,315856.0,312562.0,1.873,
2023-01-22 01:00:00,315856.0,315825.0,1.873,
2023-01-22 02:00:00,312562.0,318565.0,0.348,
2023-01-22 03:00:00,312562.0,318566.0,0.348,
2023-01-22 04:00:00,315825.0,318565.0,0.348,
2023-01-22 05:00:00,315825.0,318566.0,0.348,
2023-01-22 06:00:00,312564.0,312530.0,1.343,
2023-01-22 07:00:00,312564.0,315857.0,1.343,
2023-01-22 08:00:00,312564.0,317895.0,1.343,
2023-01-22 09:00:00,312564.0,317896.0,1.343,
2023-01-22 10:00:00,315874.0,312530.0,1.343,
2023-01-22 11:00:00,315874.0,315857.0,1.343,
2023-01-22 12:00:00,315874.0,317895.0,1.343,
2023-01-22 13:00:00,315874.0,317896.0,1.343,
2023-01-22 14:00:00,312566.0,312564.0,0.941,
2023-01-22 15:00:00,312566.0,315874.0,0.941,
2023-01-22 16:00:00,315875.0,312564.0,0.941,
2023-01-22 17:00:00,315875.0,315874.0,0.941,
2023-01-22 18:00:00,318565.0,318575.0,0.942,
2023-01-22 19:00:00,318565.0,318576.0,0.942,
2023-01-22 20:00:00,318566.0,318575.0,0.942,
2023-01-22 21:00:00,318566.0,318576.0,0.942,
2023-01-22 22:00:00,318575.0,313956.0,0.847,
2023-01-22 23:00:00,318575.0,315879.0,0.847,
2023-01-23 00:00:00,318576.0,313956.0,0.847,
2023-01-23 01:00:00,318576.0,315879.0,0.847,
2023-01-23 02:00:00,312852.0,312566.0,0.73,
2023-01-23 03:00:00,312852.0,315875.0,0.73,
2023-01-23 04:00:00,315861.0,312566.0,0.73,
2023-01-23 05:00:00,315861.0,315875.0,0.73,
2023-01-23 06:00:00,316429.0,312566.0,0.73,
2023-01-23 07:00:00,316429.0,315875.0,0.73,
2023-01-23 08:00:00,314013.0,314025.0,0.252,
2023-01-23 09:00:00,314025.0,318076.0,1.965,
2023-01-23 10:00:00,318077.0,313979.0,2.371,
2023-01-23 11:00:00,318076.0,318053.0,2.881,
2023-01-23 12:00:00,318052.0,318077.0,2.875,
2023-01-23 13:00:00,318053.0,314548.0,5.355,
2023-01-23 14:00:00,314548.0,318135.0,0.586,
2023-01-23 15:00:00,314548.0,318736.0,0.586,
2023-01-23 16:00:00,318126.0,318052.0,5.382,
2023-01-23 17:00:00,318135.0,318383.0,2.183,
2023-01-23 18:00:00,318736.0,318383.0,2.183,
2023-01-23 19:00:00,73.0,5.0,,352.6
2023-01-23 20:00:00,5.0,154.0,,347.2
2023-01-23 21:00:00,154.0,263.0,,392.9
2023-01-23 22:00:00,263.0,56.0,,440.8
2023-01-23 23:00:00,56.0,96.0,,374.6
2023-01-24 00:00:00,96.0,42.0,,378.1
2023-01-24 01:00:00,42.0,58.0,,364.6
2023-01-24 02:00:00,58.0,95.0,,476.8
2023-01-24 03:00:00,95.0,72.0,,480.1
2023-01-24 04:00:00,72.0,271.0,,419.5
2023-01-24 05:00:00,271.0,68.0,,251.1
2023-01-24 06:00:00,134.0,107.0,,344.0
2023-01-24 07:00:00,107.0,130.0,,862.1
2023-01-24 08:00:00,130.0,129.0,,482.5
2023-01-24 09:00:00,227.0,167.0,,1425.7
2023-01-24 10:00:00,167.0,298.0,,415.7
2023-01-24 11:00:00,298.0,209.0,,425.5
2023-01-24 12:00:00,209.0,146.0,,519.6
2023-01-24 13:00:00,146.0,170.0,,494.7
2023-01-24 14:00:00,170.0,173.0,,400.7
2023-01-24 15:00:00,173.0,117.0,,372.4
2023-01-24 16:00:00,117.0,0.0,,573.5
2023-01-24 17:00:00,0.0,92.0,,398.0
2023-01-24 18:00:00,92.0,243.0,,667.3
2023-01-24 19:00:00,243.0,62.0,,357.3
2023-01-24 20:00:00,203.0,80.0,,1071.1
2023-01-24 21:00:00,80.0,97.0,,834.1
2023-01-24 22:00:00,97.0,28.0,,531.4
2023-01-24 23:00:00,28.0,57.0,,327.7
2023-01-25 00:00:00,57.0,55.0,,925.2
2023-01-25 01:00:00,55.0,223.0,,382.7
2023-01-25 02:00:00,223.0,143.0,,309.5
2023-01-25 03:00:00,143.0,269.0,,329.1
2023-01-25 04:00:00,269.0,290.0,,362.0
2023-01-25 05:00:00,290.0,110.0,,425.6
2023-01-25 06:00:00,110.0,121.0,,388.4
2023-01-25 07:00:00,121.0,299.0,,327.1
2023-01-25 08:00:00,299.0,293.0,,326.1
2023-01-25 09:00:00,293.0,148.0,,534.9
2023-01-25 10:00:00,148.0,150.0,,341.1
2023-01-25 11:00:00,150.0,152.0,,354.5
2023-01-25 12:00:00,98.0,70.0,,315.1
2023-01-25 13:00:00,70.0,255.0,,1308.8
2023-01-25 14:00:00,128.0,131.0,,672.4
2023-01-25 15:00:00,131.0,132.0,,803.8
2023-01-25 16:00:00,132.0,133.0,,363.2
2023-01-25 17:00:00,242.0,18.0,,789.9
2023-01-25 18:00:00,18.0,43.0,,422.6
2023-01-25 19:00:00,43.0,118.0,,449.7
2023-01-25 20:00:00,118.0,207.0,,448.7
2023-01-25 21:00:00,207.0,169.0,,459.6
2023-01-25 22:00:00,169.0,127.0,,422.2
2023-01-25 23:00:00,127.0,208.0,,450.6
2023-01-26 00:00:00,208.0,297.0,,426.0
2023-01-26 01:00:00,297.0,168.0,,430.0
2023-01-26 02:00:00,168.0,166.0,,395.1
2023-01-26 03:00:00,166.0,226.0,,1027.2
2023-01-26 04:00:00,13.0,26.0,,341.5
2023-01-26 05:00:00,26.0,94.0,,408.2
2023-01-26 06:00:00,94.0,219.0,,612.7
2023-01-26 07:00:00,219.0,217.0,,359.6
2023-01-26 08:00:00,217.0,31.0,,411.9
2023-01-26 09:00:00,31.0,215.0,,478.7
2023-01-26 10:00:00,215.0,111.0,,2685.8
2023-01-26 11:00:00,111.0,116.0,,1194.2
2023-01-26 12:00:00,116.0,36.0,,409.1
2023-01-26 13:00:00,36.0,78.0,,414.7
2023-01-26 14:00:00,301.0,20.0,,446.0
2023-01-26 15:00:00,273.0,138.0,,326.7
2023-01-26 16:00:00,138.0,284.0,,489.7
2023-01-26 17:00:00,284.0,114.0,,464.9
2023-01-26 18:00:00,114.0,245.0,,397.5
2023-01-26 19:00:00,245.0,48.0,,376.8
2023-01-26 20:00:00,48.0,206.0,,402.5
2023-01-26 21:00:00,206.0,144.0,,356.9
2023-01-26 22:00:00,144.0,172.0,,358.4
2023-01-26 23:00:00,237.0,24.0,,452.4
2023-01-27 00:00:00,304.0,35.0,,378.0
2023-01-27 01:00:00,35.0,115.0,,503.6
2023-01-27 02:00:00,115.0,86.0,,1228.5
2023-01-27 03:00:00,86.0,214.0,,2712.1
2023-01-27 04:00:00,214.0,27.0,,471.1
2023-01-27 05:00:00,27.0,216.0,,419.6
2023-01-27 06:00:00,216.0,218.0,,359.8
2023-01-27 07:00:00,218.0,76.0,,356.6
2023-01-27 08:00:00,76.0,238.0,,424.6
2023-01-27 09:00:00,238.0,50.0,,527.9
2023-01-27 10:00:00,91.0,52.0,,424.1
2023-01-27 11:00:00,52.0,75.0,,350.2
2023-01-27 12:00:00,75.0,171.0,,397.2
2023-01-27 13:00:00,44.0,7.0,,380.6
2023-01-27 14:00:00,256.0,1.0,,1149.5
2023-01-27 15:00:00,1.0,46.0,,448.5
2023-01-27 16:00:00,212.0,270.0,,328.7
2023-01-27 17:00:00,270.0,32.0,,352.3
2023-01-27 18:00:00,32.0,10.0,,406.7
2023-01-27 19:00:00,3.0,247.0,,424.5
2023-01-27 20:00:00,247.0,249.0,,609.8
2023-01-27 21:00:00,249.0,225.0,,515.0
2023-01-27 22:00:00,261.0,260.0,,294.1
2023-01-27 23:00:00,260.0,259.0,,340.6
2023-01-28 00:00:00,259.0,103.0,,360.7
2023-01-28 01:00:00,103.0,302.0,,346.7
2023-01-28 02:00:00,302.0,104.0,,1093.8
2023-01-28 03:00:00,104.0,71.0,,363.7
2023-01-28 04:00:00,71.0,88.0,,360.2
2023-01-28 05:00:00,88.0,268.0,,372.8
2023-01-28 06:00:00,268.0,240.0,,420.3
2023-01-28 07:00:00,240.0,9.0,,451.3
2023-01-28 08:00:00,9.0,239.0,,358.1
2023-01-28 09:00:00,239.0,23.0,,441.0
2023-01-28 10:00:00,23.0,22.0,,319.8
2023-01-28 11:00:00,22.0,49.0,,447.5
2023-01-28 12:00:00,276.0,258.0,,427.0
2023-01-28 13:00:00,155.0,157.0,,353.4
2023-01-28 14:00:00,157.0,158.0,,331.7
2023-01-28 15:00:00,158.0,286.0,,383.8
2023-01-28 16:00:00,286.0,102.0,,330.1
2023-01-28 17:00:00,102.0,285.0,,367.8
2023-01-28 18:00:00,285.0,15.0,,348.8
2023-01-28 19:00:00,15.0,8.0,,352.1
2023-01-28 20:00:00,8.0,300.0,,397.9
2023-01-28 21:00:00,300.0,34.0,,394.2
2023-01-28 22:00:00,34.0,161.0,,359.8
2023-01-28 23:00:00,161.0,125.0,,426.1
2023-01-29 00:00:00,125.0,235.0,,413.7
2023-01-29 01:00:00,235.0,163.0,,409.7
2023-01-29 02:00:00,163.0,236.0,,368.2
2023-01-29 03:00:00,236.0,250.0,,460.1
2023-01-29 04:00:00,250.0,122.0,,391.6
2023-01-29 05:00:00,122.0,252.0,,393.6
2023-01-29 06:00:00,252.0,69.0,,380.0
2023-01-29 07:00:00,69.0,39.0,,338.1
2023-01-29 08:00:00,39.0,234.0,,361.3
2023-01-29 09:00:00,234.0,82.0,,356.8
2023-01-29 10:00:00,82.0,274.0,,748.3
2023-01-29 11:00:00,274.0,175.0,,357.0
2023-01-29 12:00:00,175.0,177.0,,360.6
2023-01-29 13:00:00,177.0,213.0,,316.1
2023-01-29 14:00:00,213.0,179.0,,310.7
2023-01-29 15:00:00,179.0,33.0,,328.3
2023-01-29 16:00:00,33.0,181.0,,333.0
2023-01-29 17:00:00,181.0,183.0,,563.8
2023-01-29 18:00:00,183.0,184.0,,331.4
2023-01-29 19:00:00,184.0,185.0,,375.4
2023-01-29 20:00:00,185.0,254.0,,332.5
2023-01-29 21:00:00,254.0,188.0,,333.5
2023-01-29 22:00:00,188.0,141.0,,381.6
2023-01-29 23:00:00,141.0,278.0,,302.4
2023-01-30 00:00:00,278.0,289.0,,393.7
2023-01-30 01:00:00,289.0,190.0,,329.5
2023-01-30 02:00:00,190.0,192.0,,320.7
2023-01-30 03:00:00,192.0,194.0,,358.9
2023-01-30 04:00:00,194.0,196.0,,300.5
2023-01-30 05:00:00,196.0,198.0,,264.8
2023-01-30 06:00:00,198.0,180.0,,293.3
2023-01-30 07:00:00,266.0,135.0,,325.4
2023-01-30 08:00:00,135.0,54.0,,379.8
2023-01-30 09:00:00,54.0,231.0,,392.3
2023-01-30 10:00:00,231.0,66.0,,828.6
2023-01-30 11:00:00,66.0,59.0,,423.2
2023-01-30 12:00:00,59.0,232.0,,802.7
2023-01-30 13:00:00,112.0,14.0,,357.6
2023-01-30 14:00:00,14.0,89.0,,334.2
2023-01-30 15:00:00,145.0,228.0,,454.6
2023-01-30 16:00:00,228.0,205.0,,354.0
2023-01-30 17:00:00,205.0,244.0,,386.4
2023-01-30 18:00:00,244.0,100.0,,437.8
2023-01-30 19:00:00,100.0,303.0,,449.2
2023-01-30 20:00:00,303.0,136.0,,431.2
2023-01-30 21:00:00,136.0,305.0,,413.2
2023-01-30 22:00:00,305.0,139.0,,355.4
2023-01-30 23:00:00,153.0,151.0,,330.7
2023-01-31 00:00:00,151.0,149.0,,377.7
2023-01-31 01:00:00,149.0,295.0,,408.2
2023-01-31 02:00:00,295.0,291.0,,334.3
2023-01-31 03:00:00,291.0,294.0,,341.2
2023-01-31 04:00:00,294.0,77.0,,362.2
2023-01-31 05:00:00,77.0,109.0,,383.8
2023-01-31 06:00:00,109.0,292.0,,353.4
2023-01-31 07:00:00,292.0,147.0,,371.0
2023-01-31 08:00:00,147.0,29.0,,486.6
2023-01-31 09:00:00,29.0,222.0,,292.7
2023-01-31 10:00:00,222.0,79.0,,1270.1
2023-01-31 11:00:00,79.0,90.0,,981.4
2023-01-31 12:00:00,90.0,2.0,,572.5
2023-01-31 13:00:00,2.0,81.0,,318.6
2023-01-31 14:00:00,81.0,204.0,,1023.1
2023-01-31 15:00:00,224.0,229.0,,520.6
2023-01-31 16:00:00,229.0,4.0,,315.9
2023-01-31 17:00:00,4.0,246.0,,312.3
2023-01-31 18:00:00,246.0,11.0,,418.5
2023-01-31 19:00:00,93.0,87.0,,412.1
2023-01-31 20:00:00,87.0,74.0,,361.3
2023-01-31 21:00:00,74.0,165.0,,305.1
2023-01-31 22:00:00,165.0,241.0,,347.4
2023-01-31 23:00:00,241.0,108.0,,404.0
2023-02-01 00:00:00,108.0,137.0,,345.7
2023-02-01 01:00:00,137.0,123.0,,352.7
2023-02-01 02:00:00,123.0,37.0,,341.4
2023-02-01 03:00:00,37.0,84.0,,373.4
2023-02-01 04:00:00,84.0,101.0,,345.3
2023-02-01 05:00:00,101.0,221.0,,394.3
2023-02-01 06:00:00,221.0,220.0,,574.3
2023-02-01 07:00:00,220.0,201.0,,389.5
2023-02-01 08:00:00,201.0,211.0,,274.9
2023-02-01 09:00:00,211.0,210.0,,356.1
2023-02-01 10:00:00,210.0,262.0,,373.4
2023-02-01 11:00:00,262.0,306.0,,345.1
2023-02-01 12:00:00,6.0,83.0,,483.2
2023-02-01 13:00:00,200.0,199.0,,317.7
2023-02-01 14:00:00,199.0,197.0,,309.3
2023-02-01 15:00:00,197.0,195.0,,313.3
2023-02-01 16:00:00,195.0,193.0,,271.7
2023-02-01 17:00:00,193.0,191.0,,322.3
2023-02-01 18:00:00,191.0,189.0,,312.4
2023-02-01 19:00:00,189.0,280.0,,420.9
2023-02-01 20:00:00,280.0,279.0,,384.8
2023-02-01 21:00:00,279.0,140.0,,323.4
2023-02-01 22:00:00,140.0,187.0,,341.2
2023-02-01 23:00:00,187.0,186.0,,410.0
2023-02-02 00:00:00,186.0,296.0,,354.2
2023-02-02 01:00:00,296.0,126.0,,367.6
2023-02-02 02:00:00,126.0,182.0,,490.7
2023-02-02 03:00:00,182.0,248.0,,314.6
2023-02-02 04:00:00,248.0,25.0,,352.9
2023-02-02 05:00:00,25.0,178.0,,307.1
2023-02-02 06:00:00,178.0,142.0,,418.2
2023-02-02 07:00:00,142.0,176.0,,341.3
2023-02-02 08:00:00,176.0,174.0,,344.9
2023-02-02 09:00:00,174.0,113.0,,755.8
2023-02-02 10:00:00,113.0,124.0,,234.9
2023-02-02 11:00:00,124.0,253.0,,385.9
2023-02-02 12:00:00,253.0,30.0,,310.6
2023-02-02 13:00:00,30.0,67.0,,358.9
2023-02-02 14:00:00,67.0,164.0,,413.3
2023-02-02 15:00:00,164.0,119.0,,387.3
2023-02-02 16:00:00,119.0,120.0,,407.6
2023-02-02 17:00:00,120.0,61.0,,395.7
2023-02-02 18:00:00,61.0,19.0,,496.4
2023-02-02 19:00:00,19.0,162.0,,412.1
2023-02-02 20:00:00,162.0,51.0,,472.2
2023-02-02 21:00:00,51.0,160.0,,440.1
2023-02-02 22:00:00,160.0,159.0,,434.5
2023-02-02 23:00:00,159.0,64.0,,378.4
2023-02-03 00:00:00,64.0,287.0,,353.1
2023-02-03 01:00:00,287.0,267.0,,375.5
2023-02-03 02:00:00,267.0,288.0,,369.7
2023-02-03 03:00:00,288.0,283.0,,376.8
2023-02-03 04:00:00,283.0,281.0,,392.2
2023-02-03 05:00:00,281.0,282.0,,360.2
2023-02-03 06:00:00,282.0,156.0,,384.4
2023-02-03 07:00:00,60.0,38.0,,394.1
2023-02-03 08:00:00,38.0,65.0,,415.0
2023-02-03 09:00:00,65.0,230.0,,435.8
2023-02-03 10:00:00,230.0,47.0,,353.0
2023-02-03 11:00:00,47.0,265.0,,341.8
2023-02-03 12:00:00,265.0,264.0,,334.1
2023-02-03 13:00:00,99.0,53.0,,248.3
2023-02-03 14:00:00,53.0,45.0,,389.9
2023-02-03 15:00:00,45.0,12.0,,404.3
2023-02-03 16:00:00,12.0,41.0,,378.3
2023-02-03 17:00:00,41.0,272.0,,365.0
2023-02-03 18:00:00,272.0,106.0,,366.7
2023-02-03 19:00:00,106.0,17.0,,360.6
2023-02-03 20:00:00,17.0,63.0,,424.4
2023-02-03 21:00:00,63.0,202.0,,389.6
2023-02-03 22:00:00,202.0,16.0,,328.2
2023-02-03 23:00:00,16.0,40.0,,328.8
2023-02-04 00:00:00,40.0,105.0,,355.1
2023-02-04 01:00:00,21.0,233.0,,332.0
2023-02-04 02:00:00,233.0,277.0,,399.4
2023-02-04 03:00:00,257.0,275.0,,363.3
2023-02-04 04:00:00,235.0,264.0,,168.6
2023-02-04 05:00:00,264.0,163.0,,293.4
2023-02-04 06:00:00,19.0,266.0,,87.7
2023-02-04 07:00:00,266.0,162.0,,327.4
2023-02-04 08:00:00,122.0,70.0,,313.4
2023-02-04 09:00:00,70.0,252.0,,129.3
2023-02-04 10:00:00,164.0,70.0,,93.4
2023-02-04 11:00:00,70.0,119.0,,385.3
2023-02-04 12:00:00,122.0,1.0,,265.2
2023-02-04 13:00:00,1.0,252.0,,275.9
2023-02-04 14:00:00,252.0,46.0,,271.5
2023-02-04 15:00:00,164.0,1.0,,221.0
2023-02-04 16:00:00,1.0,119.0,,319.9
2023-02-04 17:00:00,119.0,46.0,,444.4
2023-02-04 18:00:00,179.0,128.0,,441.7
2023-02-04 19:00:00,128.0,33.0,,195.8
2023-02-04 20:00:00,246.0,65.0,,372.6
2023-02-04 21:00:00,65.0,11.0,,324.6
2023-02-04 22:00:00,11.0,230.0,,311.0
2023-02-04 23:00:00,3.0,230.0,,311.9
2023-02-05 00:00:00,65.0,247.0,,373.6
2023-02-05 01:00:00,246.0,59.0,,346.1
2023-02-05 02:00:00,231.0,11.0,,312.5
2023-02-05 03:00:00,3.0,231.0,,313.4
2023-02-05 04:00:00,231.0,247.0,,203.2
2023-02-05 05:00:00,247.0,59.0,,347.1
2023-02-05 06:00:00,47.0,35.0,,332.5
2023-02-05 07:00:00,35.0,265.0,,519.6
2023-02-05 08:00:00,265.0,115.0,,77.0
2023-02-05 09:00:00,135.0,115.0,,153.2
2023-02-05 10:00:00,35.0,54.0,,352.5
2023-02-05 11:00:00,47.0,36.0,,252.5
2023-02-05 12:00:00,116.0,265.0,,78.2
2023-02-05 13:00:00,135.0,116.0,,154.4
2023-02-05 14:00:00,116.0,54.0,,242.2
2023-02-05 15:00:00,54.0,36.0,,267.1
2023-02-05 16:00:00,240.0,10.0,,271.4
2023-02-05 17:00:00,10.0,9.0,,570.6
2023-02-05 18:00:00,240.0,91.0,,82.3
2023-02-05 19:00:00,108.0,91.0,,351.7
2023-02-05 20:00:00,91.0,137.0,,98.3
2023-02-05 21:00:00,208.0,104.0,,393.0
2023-02-05 22:00:00,104.0,127.0,,76.8
2023-02-05 23:00:00,209.0,104.0,,393.1
2023-02-06 00:00:00,104.0,146.0,,135.9
2023-02-06 01:00:00,207.0,251.0,,129.0
2023-02-06 02:00:00,251.0,118.0,,336.7
2023-02-06 03:00:00,118.0,85.0,,195.8
2023-02-06 04:00:00,85.0,207.0,,376.2
2023-02-06 05:00:00,57.0,242.0,,313.2
2023-02-06 06:00:00,242.0,28.0,,23.1
2023-02-06 07:00:00,57.0,243.0,,312.9
2023-02-06 08:00:00,243.0,28.0,,22.2
2023-02-06 09:00:00,109.0,276.0,,278.1
2023-02-06 10:00:00,276.0,292.0,,109.6
2023-02-06 11:00:00,143.0,133.0,,329.8
2023-02-06 12:00:00,133.0,269.0,,75.3
2023-02-06 13:00:00,97.0,68.0,,225.3
2023-02-06 14:00:00,68.0,57.0,,203.6
2023-02-06 15:00:00,79.0,99.0,,78.0
2023-02-06 16:00:00,27.0,98.0,,7.7
2023-02-06 17:00:00,27.0,46.0,,163.8
2023-02-06 18:00:00,46.0,216.0,,353.6
2023-02-06 19:00:00,217.0,98.0,,411.7
2023-02-06 20:00:00,98.0,31.0,,3.2
2023-02-06 21:00:00,217.0,46.0,,354.0
2023-02-06 22:00:00,46.0,31.0,,163.6
2023-02-06 23:00:00,721.0,445.0,,0.79
2023-02-07 00:00:00,542.0,480.0,,2.575
2023-02-07 01:00:00,770.0,702.0,,0.926
2023-02-07 02:00:00,32.0,266.0,,0.596
2023-02-07 03:00:00,34.0,56.0,,0.628
2023-02-07 04:00:00,251.0,297.0,,0.725
2023-02-07 05:00:00,233.0,41.0,,1.6130000000000002
2023-02-07 06:00:00,680.0,129.0,,0.596
2023-02-07 07:00:00,449.0,555.0,,3.909
2023-02-07 08:00:00,871.0,763.0,,1.134
2023-02-07 09:00:00,175.0,205.0,,1.295
2023-02-07 10:00:00,739.0,241.0,,0.802
2023-02-07 11:00:00,126.0,720.0,,1.348
2023-02-07 12:00:00,626.0,709.0,,0.589
2023-02-07 13:00:00,97.0,397.0,,3.4210000000000003
2023-02-07 14:00:00,222.0,734.0,,0.309
2023-02-07 15:00:00,101.0,273.0,,1.445
2023-02-07 16:00:00,408.0,295.0,,0.897
2023-02-07 17:00:00,509.0,697.0,,0.721
2023-02-07 18:00:00,391.0,576.0,,4.126
2023-02-07 19:00:00,506.0,822.0,,1.644
2023-02-07 20:00:00,785.0,69.0,,0.512
2023-02-07 21:00:00,603.0,245.0,,0.852
2023-02-07 22:00:00,245.0,596.0,,3.851
2023-02-07 23:00:00,35.0,841.0,,0.8440000000000001
2023-02-08 00:00:00,249.0,120.0,,0.56
2023-02-08 01:00:00,134.0,263.0,,1.715
2023-02-08 02:00:00,448.0,638.0,,1.022
2023-02-08 03:00:00,123.0,635.0,,0.725
2023-02-08 04:00:00,635.0,155.0,,0.966
2023-02-08 05:00:00,656.0,748.0,,0.593
2023-02-08 06:00:00,220.0,136.0,,1.796
2023-02-08 07:00:00,414.0,656.0,,5.859
2023-02-08 08:00:00,579.0,651.0,,3.726
2023-02-08 09:00:00,20.0,395.0,,0.402
2023-02-08 10:00:00,511.0,20.0,,0.772
2023-02-08 11:00:00,880.0,108.0,,0.58
2023-02-08 12:00:00,574.0,743.0,,0.76
2023-02-08 13:00:00,573.0,152.0,,1.031
2023-02-08 14:00:00,793.0,72.0,,2.219
2023-02-08 15:00:00,446.0,793.0,,0.8
2023-02-08 16:00:00,562.0,446.0,,1.631
2023-02-08 17:00:00,317.0,679.0,,0.477
2023-02-08 18:00:00,600.0,317.0,,0.64
2023-02-08 19:00:00,585.0,36.0,,14.353
2023-02-08 20:00:00,838.0,585.0,,4.0760000000000005
2023-02-08 21:00:00,838.0,14.0,,0.831
2023-02-08 22:00:00,812.0,19.0,,0.598
2023-02-08 23:00:00,863.0,591.0,,2.504
2023-02-09 00:00:00,863.0,792.0,,1.88
2023-02-09 01:00:00,601.0,787.0,,1.968
2023-02-09 02:00:00,223.0,499.0,,8.095
2023-02-09 03:00:00,411.0,18.0,,0.5489999999999999
2023-02-09 04:00:00,727.0,773.0,,0.774
2023-02-09 05:00:00,178.0,407.0,,1.786
2023-02-09 06:00:00,247.0,114.0,,2.929
2023-02-09 07:00:00,247.0,605.0,,2.435
2023-02-09 08:00:00,705.0,619.0,,0.319
2023-02-09 09:00:00,146.0,198.0,,0.5
2023-02-09 10:00:00,552.0,602.0,,0.965
2023-02-09 11:00:00,210.0,862.0,,1.023
2023-02-09 12:00:00,702.0,643.0,,0.934
2023-02-09 13:00:00,801.0,239.0,,0.634
2023-02-09 14:00:00,686.0,721.0,,0.5529999999999999
2023-02-09 15:00:00,239.0,805.0,,1.487
2023-02-09 16:00:00,654.0,554.0,,0.7929999999999999
2023-02-09 17:00:00,186.0,235.0,,0.66
2023-02-09 18:00:00,643.0,186.0,,0.226
2023-02-09 19:00:00,765.0,770.0,,0.593
2023-02-09 20:00:00,266.0,34.0,,0.742
2023-02-09 21:00:00,471.0,312.0,,0.69
2023-02-09 22:00:00,56.0,425.0,,0.933
2023-02-09 23:00:00,577.0,269.0,,0.385
2023-02-10 00:00:00,604.0,251.0,,1.032
2023-02-10 01:00:00,128.0,389.0,,0.802
2023-02-10 02:00:00,297.0,755.0,,0.631
2023-02-10 03:00:00,844.0,393.0,,0.522
2023-02-10 04:00:00,41.0,566.0,,0.733
2023-02-10 05:00:00,341.0,844.0,,1.594
2023-02-10 06:00:00,731.0,341.0,,0.6859999999999999
2023-02-10 07:00:00,747.0,570.0,,0.606
2023-02-10 08:00:00,607.0,139.0,,2.178
2023-02-10 09:00:00,387.0,607.0,,0.79
2023-02-10 10:00:00,569.0,387.0,,1.064
2023-02-10 11:00:00,3.0,367.0,,2.072
2023-02-10 12:00:00,29.0,569.0,,0.191
2023-02-10 13:00:00,800.0,29.0,,1.187
2023-02-10 14:00:00,315.0,800.0,,1.4169999999999998
2023-02-10 15:00:00,637.0,315.0,,0.626
2023-02-10 16:00:00,137.0,780.0,,0.599
2023-02-10 17:00:00,429.0,819.0,,0.952
2023-02-10 18:00:00,58.0,564.0,,0.75
2023-02-10 19:00:00,325.0,610.0,,1.046
2023-02-10 20:00:00,795.0,495.0,,1.31
2023-02-10 21:00:00,807.0,853.0,,0.238
2023-02-10 22:00:00,118.0,472.0,,0.805
2023-02-10 23:00:00,853.0,177.0,,0.772
2023-02-11 00:00:00,177.0,99.0,,0.08
2023-02-11 01:00:00,99.0,287.0,,1.31
2023-02-11 02:00:00,287.0,672.0,,1.125
2023-02-11 03:00:00,300.0,704.0,,0.3379999999999999
2023-02-11 04:00:00,704.0,536.0,,1.24
2023-02-11 05:00:00,672.0,306.0,,1.16
2023-02-11 06:00:00,153.0,300.0,,1.294
2023-02-11 07:00:00,306.0,144.0,,1.154
2023-02-11 08:00:00,51.0,153.0,,1.172
2023-02-11 09:00:00,144.0,847.0,,1.609
2023-02-11 10:00:00,440.0,51.0,,1.3730000000000002
2023-02-11 11:00:00,847.0,424.0,,2.103
2023-02-11 12:00:00,322.0,440.0,,1.521
2023-02-11 13:00:00,424.0,282.0,,0.845
2023-02-11 14:00:00,729.0,322.0,,0.557
2023-02-11 15:00:00,250.0,729.0,,1.077
2023-02-11 16:00:00,282.0,660.0,,0.8140000000000001
2023-02-11 17:00:00,191.0,250.0,,1.016
2023-02-11 18:00:00,874.0,83.0,,1.238
2023-02-11 19:00:00,636.0,191.0,,0.296
2023-02-11 20:00:00,83.0,355.0,,1.74
2023-02-11 21:00:00,93.0,636.0,,1.238
2023-02-11 22:00:00,351.0,93.0,,1.483
2023-02-11 23:00:00,351.0,112.0,,0.895
2023-02-12 00:00:00,346.0,680.0,,0.268
2023-02-12 01:00:00,717.0,346.0,,0.594
2023-02-12 02:00:00,514.0,15.0,,0.405
2023-02-12 03:00:00,653.0,66.0,,3.656
2023-02-12 04:00:00,15.0,204.0,,0.8009999999999999
2023-02-12 05:00:00,204.0,288.0,,1.159
2023-02-12 06:00:00,830.0,227.0,,0.207
2023-02-12 07:00:00,706.0,126.0,,0.272
2023-02-12 08:00:00,572.0,830.0,,0.272
2023-02-12 09:00:00,720.0,783.0,,1.108
2023-02-12 10:00:00,451.0,764.0,,0.529
2023-02-12 11:00:00,783.0,23.0,,0.35
2023-02-12 12:00:00,244.0,675.0,,0.56
2023-02-12 13:00:00,709.0,224.0,,0.779
2023-02-12 14:00:00,383.0,244.0,,0.589
2023-02-12 15:00:00,95.0,383.0,,0.414
2023-02-12 16:00:00,867.0,95.0,,0.72
2023-02-12 17:00:00,105.0,517.0,,0.273
2023-02-12 18:00:00,406.0,354.0,,0.401
2023-02-12 19:00:00,71.0,437.0,,0.996
2023-02-12 20:00:00,768.0,132.0,,1.874
2023-02-12 21:00:00,646.0,216.0,,1.031
